,Models,Parameters,AUPRC,AUROC,F1 at 0.1,Precision at 0.1,Recall at 0.1,Accuracy at 0.1,F1 at 0.3,Precision at 0.3,Recall at 0.3,Accuracy at 0.3,F1 at 0.5,Precision at 0.5,Recall at 0.5,Accuracy at 0.5,F1 at 0.7,Precision at 0.7,Recall at 0.7,Accuracy at 0.7,F1 at 0.9,Precision at 0.9,Recall at 0.9,Accuracy at 0.9
22,RF,"{'max_depth': 5, 'min_samples_split': 2, 'max_features': 'sqrt', 'n_estimators': 1}",0.9314763776182718,0.7711008865230894,0.9010695187165776,0.8199513381995134,1.0,0.8202429149797571,0.9032258064516129,0.8255528255528255,0.9970326409495549,0.8251012145748988,0.9032553874369555,0.8418803418803419,0.9742828882294757,0.8291497975708502,0.8401486988847584,0.9071100917431193,0.7823936696340257,0.7562753036437248,0.5486600846262342,0.9557739557739557,0.3847675568743818,0.4817813765182186
23,RF,"{'max_depth': 100, 'min_samples_split': 10, 'max_features': 'sqrt', 'n_estimators': 1}",0.9314792434058997,0.7265887695117899,0.9046967624259007,0.8392554991539763,0.9812067260138477,0.8307692307692308,0.9045837231057062,0.8580301685891748,0.9564787339268052,0.8348178137651822,0.8963855421686747,0.8740601503759399,0.9198813056379822,0.8259109311740891,0.862157976251936,0.9017278617710583,0.8259149357072205,0.7838056680161943,0.7738981110475099,0.9184782608695652,0.66864490603363,0.680161943319838
24,RF,"{'max_depth': 50, 'min_samples_split': 5, 'max_features': 'sqrt', 'n_estimators': 1}",0.9316908239400524,0.7152667818139782,0.9039704524469068,0.8476190476190476,0.9683481701285855,0.8315789473684211,0.8985915492957747,0.8552278820375335,0.9465875370919882,0.8251012145748988,0.8867469879518073,0.8646616541353384,0.9099901088031652,0.8097165991902834,0.8522902727740608,0.8884120171673819,0.8189910979228486,0.7676113360323886,0.8017718715393135,0.9106918238993711,0.7161226508407518,0.7101214574898785
25,RF,"{'max_depth': 20, 'min_samples_split': 5, 'max_features': 'sqrt', 'n_estimators': 1}",0.9318097369333689,0.7171584639237724,0.8995391705069125,0.8421052631578947,0.9653808110781404,0.8234817813765182,0.88804192472606,0.8566176470588235,0.9218595450049456,0.8097165991902834,0.8834951456310679,0.8674928503336511,0.9000989119683481,0.805668016194332,0.8577256501784802,0.8852631578947369,0.8318496538081108,0.7740890688259109,0.7973273942093542,0.9121019108280255,0.7082096933728981,0.7052631578947368
26,RF,"{'max_depth': 20, 'min_samples_split': 2, 'max_features': 'sqrt', 'n_estimators': 1}",0.934714923813532,0.7164132900220549,0.8957639219419324,0.863302752293578,0.9307616221562809,0.8226720647773279,0.8937799043062201,0.865616311399444,0.923837784371909,0.8202429149797571,0.8899660688317984,0.8726235741444867,0.9080118694362018,0.8161943319838056,0.8658965344048217,0.8795918367346939,0.8526211671612265,0.7838056680161943,0.8364213869772366,0.8997722095671982,0.781404549950544,0.7497975708502024
27,RF,"{'max_depth': 20, 'min_samples_split': 5, 'max_features': 'log2', 'n_estimators': 1}",0.9351044412939064,0.7287346115527352,0.8965197215777262,0.8444055944055944,0.9554896142433235,0.8194331983805668,0.8953817153628651,0.8550855085508551,0.9396636993076162,0.8202429149797571,0.8863198458574182,0.863849765258216,0.9099901088031652,0.8089068825910931,0.8609003540718261,0.8809523809523809,0.8417408506429278,0.7773279352226721,0.7901510912143256,0.9097938144329897,0.6983184965380811,0.6963562753036437
28,RF,"{'max_depth': 50, 'min_samples_split': 5, 'max_features': 'log2', 'n_estimators': 1}",0.9358972350393021,0.7317112062409098,0.8996282527881041,0.8483786152497809,0.9574678536102869,0.8251012145748988,0.8944392082940622,0.8541854185418541,0.9386745796241345,0.8186234817813766,0.887710843373494,0.8656015037593985,0.9109792284866469,0.8113360323886639,0.8428645028335909,0.8795698924731182,0.8090999010880316,0.7530364372469636,0.7883863763260748,0.9051282051282051,0.6983184965380811,0.6931174089068826
29,RF,"{'max_depth': 100, 'min_samples_split': 10, 'max_features': 'log2', 'n_estimators': 1}",0.932687308228585,0.7331031675881218,0.9071883530482256,0.8399326032013479,0.9861523244312562,0.8348178137651822,0.9064546304957906,0.8598047914818101,0.9584569732937686,0.8380566801619433,0.8982725527831094,0.8723205964585274,0.9258160237388724,0.8283400809716599,0.8635897435897435,0.8966986155484558,0.8328387734915925,0.7846153846153846,0.7806818181818184,0.9172229639519359,0.6795252225519288,0.6874493927125506
30,KNN,"{'algorithm': 'auto', 'weights': 'distance', 'n_neighbors': 5}",0.9366060562822126,0.7379827022834154,0.8980716253443526,0.8380462724935732,0.9673590504451038,0.8202429149797571,0.8999999999999999,0.8529672276350753,0.9525222551928784,0.8267206477732794,0.8953934740882917,0.869524697110904,0.9228486646884273,0.8234817813765182,0.8702290076335877,0.8962264150943396,0.8456973293768546,0.7935222672064778,0.7843803056027165,0.9166666666666666,0.685459940652819,0.691497975708502
31,RF,"{'max_depth': 50, 'min_samples_split': 10, 'max_features': 'log2', 'n_estimators': 1}",0.9344681079019529,0.7382396450523561,0.9097538742023701,0.8436179205409975,0.9871414441147379,0.8396761133603239,0.9094287041337669,0.8572679509632224,0.9683481701285855,0.8421052631578947,0.8961538461538462,0.8718428437792329,0.9218595450049456,0.8251012145748988,0.8472652218782251,0.8856526429341963,0.8120672601384767,0.7603238866396761,0.770472895040369,0.9239280774550485,0.6607319485657764,0.6777327935222672
32,KNN,"{'algorithm': 'ball_tree', 'weights': 'distance', 'n_neighbors': 5}",0.9367811428218732,0.7385509736841079,0.8976594768242312,0.8373287671232876,0.9673590504451038,0.8194331983805668,0.8990654205607477,0.8520814880425155,0.9515331355093967,0.8251012145748988,0.8968824940047961,0.8705772811918063,0.9248269040553907,0.8259109311740891,0.8669046404895463,0.8947368421052632,0.8407517309594461,0.7886639676113361,0.783691959229898,0.9165562913907285,0.6844708209693373,0.6906882591093118
